objective_id,domain,domain_weight_pct,service,objective,trigger,correct,why,distractors
SAA-215,Security,30,Logging and Incident Response,Detect public exposure centrally,"organization needs findings for public buckets, snapshots, and other exposed resources",Use IAM Access Analyzer and Security Hub or Config controls,Access Analyzer identifies resource policies that grant external access.,Use Compute Optimizer | Use an ALB | Use DynamoDB TTL
SAA-216,Security,30,Hybrid and Perimeter Security,Encrypt Site-to-Site VPN traffic,on-premises network needs encrypted connectivity to a VPC over the internet,Use AWS Site-to-Site VPN with redundant tunnels,Site-to-Site VPN provides IPsec-encrypted tunnels and redundant endpoints.,Use Direct Connect without MACsec or VPN and assume encryption | Use a NAT gateway | Use S3 Transfer Acceleration
SAA-217,Security,30,Hybrid and Perimeter Security,Add encryption to Direct Connect,private circuit traffic requires encryption in transit,Use MACsec on supported Direct Connect connections or a VPN over Direct Connect,Direct Connect is private but not inherently encrypted; MACsec or IPsec adds encryption.,Use a security group as link encryption | Use KMS on route tables | Use Route 53 DNSSEC
SAA-218,Security,30,Hybrid and Perimeter Security,Restrict outbound domains,workloads may access only approved external domains,Use AWS Network Firewall domain-list rules and controlled egress routing,Managed firewall rules can filter outbound traffic by domain and protocol.,Use IAM policies to filter arbitrary internet domains | Use S3 ACLs | Use CloudTrail only
SAA-219,Security,30,Hybrid and Perimeter Security,Protect DNS integrity,public hosted zone needs signed DNS responses,Enable DNSSEC signing in Route 53 and configure the parent delegation,DNSSEC lets resolvers validate authenticity of DNS records.,Use ACM certificates for DNS responses | Use an NACL | Use S3 Object Lock
SAA-220,Security,30,Hybrid and Perimeter Security,Control VPC endpoint access,private endpoint should allow only approved actions and resources,Apply a restrictive VPC endpoint policy in addition to identity and resource policies,Endpoint policies add a control layer for traffic using the endpoint.,Make the endpoint public | Use only route-table names | Use CloudFront cache policies
SAA-221,Resilience,26,Advanced Database Recovery,Perform controlled DMS cutover,live migration has reached low CDC latency and applications must move safely,"Quiesce writes, allow DMS to catch up, validate, then redirect applications to the target",A controlled cutover avoids lost writes and confirms target consistency.,Redirect while source writes continue with no coordination | Stop the replication task before it catches up | Use DataSync for database logs
SAA-222,Resilience,26,Advanced Database Recovery,Validate DMS migration data,migration team must confirm source and target rows match,Enable AWS DMS data validation and monitor validation statistics,DMS validation compares migrated data and reports mismatches.,Compare only database names | Use CloudFront logs | Use Route 53 health checks
SAA-223,Resilience,26,Advanced Database Recovery,Provide DMS high availability,long-running migration must tolerate replication-host failure,Use a Multi-AZ DMS replication configuration or suitable serverless architecture,Multi-AZ replication capacity reduces interruption from infrastructure failure.,Run one undersized single-AZ instance with no restart plan | Use S3 versioning | Use an ALB
SAA-224,Resilience,26,Advanced Database Recovery,Resume DataSync transfers safely,large file migration may be interrupted and must continue efficiently,Rerun the DataSync task so it transfers changed or missing data and verifies according to task settings,DataSync incremental behavior avoids retransferring unchanged files unnecessarily.,Restart by deleting the destination | Use DMS CDC | Use Route 53 weighted routing
SAA-225,Resilience,26,Advanced Database Recovery,Schedule recurring DataSync jobs,file systems require nightly incremental synchronization,Create a DataSync task with a schedule and monitoring,Scheduled tasks automate recurring transfer and verification.,Use a manual laptop copy | Use CloudFront invalidations | Use an IAM user cron key
SAA-226,Resilience,26,Application Recovery Patterns,Use idempotent consumers,message delivery can be repeated after retries,Design consumers with idempotency keys or conditional writes,Idempotent processing prevents duplicate delivery from causing duplicate business effects.,Assume every distributed message arrives exactly once | Disable retries | Use one larger instance
SAA-227,Resilience,26,Application Recovery Patterns,Select a safe SQS visibility timeout,consumer processing sometimes takes several minutes,Set visibility timeout longer than normal processing and extend it when needed,The timeout prevents another consumer from receiving a message still being processed.,Set the timeout to zero | Delete before processing starts | Use an S3 lifecycle rule
SAA-228,Resilience,26,Application Recovery Patterns,Preserve events during consumer outage,event consumers may be unavailable for hours,Use durable queues or streams with sufficient retention,Retention allows consumers to catch up after recovery.,Use transient HTTP callbacks only | Store events in instance memory | Use Route 53 latency routing
SAA-229,Resilience,26,Application Recovery Patterns,Use circuit breaking,downstream service failures cause cascading request exhaustion,"Implement timeouts, bounded retries with jitter, and circuit-breaker behavior",These patterns stop repeated failing calls from consuming all resources.,Retry forever with no delay | Increase every timeout indefinitely | Disable health checks
SAA-230,Resilience,26,Application Recovery Patterns,Gracefully degrade reads,noncritical dependency is unavailable but core application should remain usable,Use cached or stale data and feature isolation where business rules permit,Graceful degradation preserves core capability during partial failures.,Fail the entire application for every optional dependency | Delete caches | Use one AZ
SAA-231,Resilience,26,Infrastructure Recovery,Recreate infrastructure consistently,regional recovery needs repeatable resource creation,Use infrastructure as code with tested deployment pipelines,Versioned templates make recovery repeatable and reduce manual configuration drift.,Rely on undocumented console clicks | Store configuration only on one laptop | Use an Elastic IP as the DR plan
SAA-232,Resilience,26,Infrastructure Recovery,Recover EC2 configuration,instances must be rebuilt with application and configuration dependencies,Maintain patched AMIs plus bootstrapping and externalized configuration,Golden images and automation reduce recovery time while avoiding unique pets.,Make manual changes directly on every server | Use instance store as backup | Disable snapshots
SAA-233,Resilience,26,Infrastructure Recovery,Test disaster recovery regularly,business must verify stated RTO and RPO,Run scheduled recovery exercises and measure actual results,"Only testing verifies that backups, automation, and dependencies meet recovery objectives.",Assume backups guarantee recovery | Test only DNS records | Never restore production-like data
SAA-234,Resilience,26,Infrastructure Recovery,Preserve application state during AZ loss,stateful service uses local data but must survive host and AZ failure,Replicate state to a multi-AZ managed data store or application-level replicas,State must exist outside a single host and AZ to survive failure.,Store the only copy on instance store | Use a larger EC2 instance | Use a public IP
SAA-235,Resilience,26,Infrastructure Recovery,Recover Route 53 control plane changes,critical DNS configuration must be auditable and reproducible,Manage records with infrastructure as code and retain CloudTrail history,Versioned definitions and audit history enable rapid restoration of DNS configuration.,Document records only in email | Use an EBS snapshot | Use a NAT gateway
SAA-236,Performance,24,Advanced Database and Cache,Select Redis for advanced caching,"application needs data structures, replication, and persistence options",Use ElastiCache for Redis or MemoryDB according to durability requirements,Redis-compatible services support rich data structures and low-latency access.,Use Memcached for persistence and replication requirements | Use S3 Glacier | Use Route 53
SAA-237,Performance,24,Advanced Database and Cache,Select Memcached for simple scale-out cache,application needs a simple multithreaded ephemeral object cache,Use ElastiCache for Memcached,Memcached provides simple distributed caching without Redis persistence features.,Use RDS Multi-AZ as a cache | Use EBS snapshots | Use CloudTrail
SAA-238,Performance,24,Advanced Database and Cache,Prevent cache stampede,many clients request the same expired key simultaneously,"Use TTL jitter, request coalescing, or stale-while-revalidate patterns",These patterns prevent synchronized misses from overwhelming the backend.,Set every key to expire at the same instant | Disable caching | Increase DNS TTL
SAA-239,Performance,24,Advanced Database and Cache,Use DynamoDB parallel scan carefully,batch analytics must read an entire large table faster,Use parallel Scan with controlled segments and capacity impact,Parallel scan can increase throughput but consumes significant read capacity and is not a substitute for key-based queries.,Use parallel scan for every online request | Use CloudFront | Use a NAT gateway
SAA-240,Performance,24,Advanced Database and Cache,Optimize Aurora connection failover,high-throughput applications need fast connection recovery,Use RDS Proxy or cluster-aware drivers with retries and appropriate DNS handling,Connection management and topology awareness reduce disruption after failover.,Hardcode instance IPs | Disable retries | Use S3 Transfer Acceleration
SAA-241,Performance,24,Advanced Networking,Use jumbo frames appropriately,high-throughput traffic between compatible VPC resources needs lower packet overhead,Use jumbo frames end to end only where every path component supports the MTU,A consistent larger MTU reduces packet overhead; mismatches cause fragmentation or drops.,Set a larger MTU on one endpoint only | Use Route 53 weighted routing | Use KMS
SAA-242,Performance,24,Advanced Networking,Balance zonal traffic efficiently,load balancer should distribute to healthy targets across enabled AZs,Configure targets and cross-zone behavior appropriate to the load balancer type and cost model,Correct zonal configuration balances traffic while considering cross-AZ charges.,Register targets in one AZ only | Use a single Elastic IP as load balancing | Use S3 lifecycle
SAA-243,Performance,24,Advanced Networking,Choose NLB for extreme connection performance,application needs static IP support and layer-4 high throughput,Use a Network Load Balancer,"NLB handles TCP, TLS, and UDP at high scale with zonal static IP capabilities.",Use API Gateway for arbitrary UDP | Use an ALB for source-IP preservation in every protocol without analysis | Use EFS
SAA-244,Performance,24,Advanced Networking,Choose ALB for HTTP routing,"application needs host, path, header, or method-based routing",Use an Application Load Balancer,ALB provides layer-7 routing and integrates with web-oriented targets.,Use NLB for path rules | Use a NAT gateway | Use an S3 bucket policy
SAA-245,Performance,24,Advanced Networking,Reduce hybrid DNS latency,frequent on-premises DNS queries resolve private AWS names,Deploy redundant Route 53 Resolver endpoints in suitable subnets and cache responses on-premises,Redundant endpoints and local caching improve DNS availability and latency.,Send every query to a public resolver | Use CloudFront | Use EBS Multi-Attach
SAA-246,Cost,20,Advanced Cost Controls,Limit costly resource creation,teams must not launch disallowed expensive instance families,"Use SCPs, IAM conditions, and service quotas as preventive controls",Preventive controls reduce accidental spend before resources are created.,Rely only on month-end reports | Use a security group | Use Route 53 health checks
SAA-247,Cost,20,Advanced Cost Controls,Select regional pricing consciously,flexible workload can run in multiple regions with different prices,"Compare regional service, data-transfer, and compliance costs before placement","AWS prices and transfer patterns vary by region, but requirements must remain satisfied.",Choose the farthest region solely for a lower instance price | Ignore latency and transfer charges | Use one AZ
SAA-248,Cost,20,Advanced Cost Controls,Reduce log ingestion cost,verbose application logs create large CloudWatch charges,"Set appropriate log levels, retention, filtering, and archival strategy",Controlling volume and retention reduces ingestion and storage without losing required observability.,Log every payload forever | Disable all operational logs | Use Dedicated Hosts
SAA-249,Cost,20,Advanced Cost Controls,Use Compute Savings Plans flexibly,"steady compute spans EC2, Fargate, and Lambda",Evaluate a Compute Savings Plan for broad eligible usage flexibility,Compute Savings Plans apply across multiple compute services and instance choices.,Buy Dedicated Hosts for serverless usage | Use Spot commitments | Use S3 Intelligent-Tiering
SAA-250,Cost,20,Advanced Cost Controls,Avoid orphaned resources,"detached volumes, idle load balancers, and unused IPs continue billing","Use tagging, Config, Trusted Advisor, and automation to find and remove verified orphaned resources",Lifecycle governance prevents forgotten resources from accumulating charges.,Delete all resources without ownership checks | Use CloudFront invalidations | Use KMS rotation
